EmpID,Employee Job Title,Region,OrderType,CustState,ProdCategory,ProdID,Quantity,Price,Discount,Total,IsBusiness,Sales Tier,Is Senior Sales,ID,Category,ProductName,ListPrice
900013632,Sales Associate V,Central East,Retail,Maryland,Supplements,SP203,2,19.5200005,0,39.0400009,False,5,True,SP203,Supplements,Vitamin B-complex - 160 capsules,19.5200005
900013632,Sales Associate V,Central East,Retail,North Carolina,Supplements,SP306,2,9.48999977,0,18.9799995,False,5,True,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900013440,Sales Associate III,Southeast,Retail,South Carolina,Supplements,SP123,2,22.3500004,0,44.7000008,False,3,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900010880,Sales Associate I,S Central East,Retail,Louisiana,Supplements,SP604,1,6.8499999,0,6.8499999,False,1,False,SP604,Supplements,"Vitamin A 10,000 IU - 75 capsules",6.8499999
900010880,Sales Associate II,Southwest,Wholesale,California,Supplements,SP123,173,22.3500004,0.0500000007,3866.5,True,2,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900010816,Sales Associate V,Northwest,Retail,Oregon,Supplements,SP603,1,16.9899998,0,16.9899998,False,5,True,SP603,Supplements,Calcium 400 IU - 200 tablets,16.9899998
900014976,Sales Associate III,Southeast,Retail,Florida,Fitness,FT422,1,90.5500031,0,90.5500031,False,3,False,FT422,Fitness,Battle rope - 1.5 inch,90.5500031
900013632,Sales Associate I,Southwest,Retail,California,Fitness,FT172,1,19.9899998,0,19.9899998,False,1,False,FT172,Fitness,Insulated water bottle - 24oz - Pink,19.9899998
900012288,Sales Associate I,N Central East,Retail,Ohio,Fitness,FT577,1,46.9500008,0,46.9500008,False,1,False,FT577,Fitness,Slam ball - 10 lb,46.9500008
900013632,Sales Associate V,Central East,Retail,Virginia,Fitness,FT358,1,52.9500008,0,52.9500008,False,5,True,FT358,Fitness,Slam ball - 20 lb,52.9500008
900019008,Sales Associate V,S Central East,Retail,Texas,Fitness,FT853,1,29.9899998,0,29.9899998,False,5,True,FT853,Fitness,Yoga mat - 6mm,29.9899998
900012736,Sales Associate V,N Central East,Retail,Minnesota,Mineral water,MW122,3,14.9899998,0,44.9700012,False,5,True,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900012736,Sales Associate V,N Central East,Retail,Minnesota,Mineral water,MW122,3,14.9899998,0,44.9700012,False,5,True,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP607,1,24.1000004,0,24.1000004,False,1,False,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP201,2,12.9899998,0,25.9799995,False,1,False,SP201,Supplements,Calcium 400 IU - 140 tablets,12.9899998
900019328,Sales Associate I,Southeast,Retail,Alabama,Fitness,FT544,1,11.9899998,0,11.9899998,False,1,False,FT544,Fitness,Resistance bands - 20 lb,11.9899998
900016640,Sales Associate I,Southeast,Retail,Florida,Mineral water,MW232,1,20.9899998,0,20.9899998,False,1,False,MW232,Mineral water,Mineral Water - Orange - 32oz - case,20.9899998
900014592,Sales Associate II,Northeast,Retail,Connecticut,Mineral water,MW102,3,12.9899998,0,38.9700012,False,2,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900016640,Sales Associate I,Southeast,Wholesale,Florida,Mineral water,MW272,92,20.9899998,0.0700000003,1931.01001,True,1,False,MW272,Mineral water,Mineral Water - Cranberry - 32oz - case,20.9899998
900012224,Sales Associate I,S Central East,Retail,Louisiana,Mineral water,MW252,6,20.9899998,0,125.940002,False,1,False,MW252,Mineral water,Mineral Water - Raspberry - 32oz - case,20.9899998
900010816,Sales Associate V,Northwest,Retail,Washington,Supplements,SP303,1,21.6000004,0,21.6000004,False,5,True,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900015488,Sales Associate V,N Central East,Retail,Illinois,Supplements,SP303,2,21.6000004,0,43.2000008,False,5,True,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900012992,Sales Associate V,Central East,Wholesale,Tennessee,Supplements,SP601,176,18.4400005,0.0399999991,3245.3999,True,5,True,SP601,Supplements,Multivitamin - 90 capsules,18.4400005
900012992,Sales Associate V,Central East,Retail,Virginia,Supplements,SP601,2,18.4400005,0,36.8800011,False,5,True,SP601,Supplements,Multivitamin - 90 capsules,18.4400005
900012224,Sales Associate I,S Central East,Retail,Arkansas,Fitness,FT976,1,19.9899998,0,19.9899998,False,1,False,FT976,Fitness,Insulated water bottle - 24oz - Green,19.9899998
900017088,Sales Associate V,Southwest,Retail,Hawaii,Fitness,FT598,1,49.9900017,0,49.9900017,False,5,True,FT598,Fitness,Kettlebell - 15 lb,49.9900017
900010432,Sales Associate I,N Central East,Retail,Minnesota,Mineral water,MW202,2,16.9899998,0,33.9799995,False,1,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900018688,Sales Associate II,S Central East,Retail,Oklahoma,Mineral water,MW102,3,12.9899998,0,38.9700012,False,2,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900012480,Sales Associate V,N Central East,Retail,Michigan,Mineral water,MW182,3,14.9899998,0,44.9700012,False,5,True,MW182,Mineral water,Mineral Water - Mango -  20oz - case,14.9899998
900012224,Sales Associate I,S Central East,Retail,Texas,Mineral water,MW242,150,20.9899998,0,3148.5,True,1,False,MW242,Mineral water,Mineral Water - Peach -32oz - case,20.9899998
900010432,Sales Associate I,N Central East,Wholesale,Ohio,Mineral water,MW172,363,14.9899998,0.0399999991,5441.33008,True,1,False,MW172,Mineral water,Mineral Water - Cranberry -  20oz - case,14.9899998
900014976,Sales Associate III,Southeast,Retail,Florida,Supplements,SP201,1,12.9899998,0,12.9899998,False,3,False,SP201,Supplements,Calcium 400 IU - 140 tablets,12.9899998
900012288,Sales Associate I,N Central East,Retail,Illinois,Supplements,SP602,1,6.94999981,0,6.94999981,False,1,False,SP602,Supplements,Iron 65 mg - 150 capsules,6.94999981
900013440,Sales Associate III,Southeast,Retail,Florida,Supplements,SP305,1,32.6500015,0,32.6500015,False,3,False,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900020032,Sales Associate I,S Central West,Retail,Arizona,Supplements,SP303,2,21.6000004,0,43.2000008,False,1,False,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900016640,Sales Associate I,Southeast,Retail,Alabama,Supplements,SP123,2,22.3500004,0,44.7000008,False,1,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900015936,Sales Associate III,Northeast,Retail,New York,Supplements,SP120,2,27.5,0,55,False,3,False,SP120,Supplements,Multivitamin - 180 capsules,27.5
900019008,Sales Associate V,S Central East,Retail,Missouri,Fitness,FT300,2,39.9900017,0,79.9800034,False,5,True,FT300,Fitness,Kettlebell - 10 lb,39.9900017
900013632,Sales Associate I,Northwest,Retail,Washington,Fitness,FT300,1,39.9900017,0,39.9900017,False,1,False,FT300,Fitness,Kettlebell - 10 lb,39.9900017
900012224,Sales Associate I,S Central East,Retail,Texas,Fitness,FT544,1,11.9899998,0,11.9899998,False,1,False,FT544,Fitness,Resistance bands - 20 lb,11.9899998
900019904,Sales Associate I,Southwest,Retail,California,Mineral water,MW132,4,14.9899998,0,59.9599991,False,1,False,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900015104,Sales Associate I,Northeast,Retail,New Jersey,Mineral water,MW112,6,14.9899998,0,89.9400024,False,1,False,MW112,Mineral water,Mineral Water - Blueberry -  20oz - case,14.9899998
900014592,Sales Associate II,Northeast,Wholesale,Pennsylvania,Mineral water,MW202,294,16.9899998,0.150000006,4994.91016,True,2,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900016448,Sales Associate IV,Northeast,Retail,New Jersey,Supplements,SP126,2,14.6000004,0,29.2000008,False,4,True,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900012992,Sales Associate V,Central East,Retail,District of Columbia,Supplements,SP604,2,6.8499999,0,13.6999998,False,5,True,SP604,Supplements,"Vitamin A 10,000 IU - 75 capsules",6.8499999
900017984,Sales Associate I,S Central West,Retail,Colorado,Supplements,SP125,1,13.4499998,0,13.4499998,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP306,1,9.48999977,0,9.48999977,False,1,False,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900020032,Sales Associate I,S Central West,Retail,Colorado,Fitness,FT589,1,49.9500008,0,49.9500008,False,1,False,FT589,Fitness,Slam ball - 15 lb,49.9500008
900010880,Sales Associate I,S Central East,Retail,Texas,Fitness,FT962,1,24.9899998,0,24.9899998,False,1,False,FT962,Fitness,Yoga mat - 4mm,24.9899998
900011200,Sales Associate V,Northwest,Retail,Washington,Mineral water,MW202,1,16.9899998,0,16.9899998,False,5,True,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900016384,Sales Associate I,Northwest,Retail,Alaska,Mineral water,MW122,162,20.9899998,0,3400.37988,True,1,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900016384,Sales Associate I,Northwest,Retail,Alaska,Mineral water,MW122,162,20.9899998,0,3400.37988,True,1,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900012224,Sales Associate I,S Central East,Retail,Texas,Mineral water,MW112,6,14.9899998,0,89.9400024,False,1,False,MW112,Mineral water,Mineral Water - Blueberry -  20oz - case,14.9899998
900017088,Sales Associate V,Southwest,Retail,California,Supplements,SP607,2,24.1000004,0,48.2000008,False,5,True,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900014080,Sales Associate II,Central East,Retail,Kentucky,Supplements,SP306,1,9.48999977,0,9.48999977,False,2,False,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900013632,Sales Associate V,Central East,Retail,Virginia,Fitness,FT962,1,24.9899998,0,24.9899998,False,5,True,FT962,Fitness,Yoga mat - 4mm,24.9899998
900010432,Sales Associate V,Central East,Retail,Virginia,Mineral water,MW242,1,20.9899998,0,20.9899998,False,5,True,MW242,Mineral water,Mineral Water - Peach -32oz - case,20.9899998
900010432,Sales Associate V,Central East,Retail,North Carolina,Supplements,SP609,1,8.98999977,0,8.98999977,False,5,True,SP609,Supplements,Vitamin D3 1000 IU - 160 capsules,8.98999977
900012992,Sales Associate V,Central East,Wholesale,West Virginia,Mineral water,MW232,74,20.9899998,0.140000001,1553.12,True,5,True,MW232,Mineral water,Mineral Water - Orange - 32oz - case,20.9899998
900012352,Sales Associate I,Southeast,Retail,Georgia,Supplements,SP604,2,6.8499999,0,13.6999998,False,1,False,SP604,Supplements,"Vitamin A 10,000 IU - 75 capsules",6.8499999
900014976,Sales Associate III,Southeast,Retail,Florida,Fitness,FT172,1,19.9899998,0,19.9899998,False,3,False,FT172,Fitness,Insulated water bottle - 24oz - Pink,19.9899998
900014976,Sales Associate III,Southeast,Retail,Alabama,Mineral water,MW102,2,12.9899998,0,25.9799995,False,3,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP305,1,32.6500015,0,32.6500015,False,1,False,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900016320,Sales Associate II,S Central East,Retail,Oklahoma,Supplements,SP125,2,13.4499998,0,26.8999996,False,2,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900017088,Sales Associate V,Southwest,Retail,California,Fitness,FT139,1,19.9899998,0,19.9899998,False,5,True,FT139,Fitness,Insulated water bottle - 24oz - Blue,19.9899998
900017088,Sales Associate V,Southwest,Retail,California,Fitness,FT139,1,19.9899998,0,19.9899998,False,5,True,FT139,Fitness,Slam ball - 25 lb,55.9500008
900016320,Sales Associate II,S Central East,Retail,Oklahoma,Mineral water,MW102,2,12.9899998,0,25.9799995,False,2,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900018688,Sales Associate IV,N Central East,Retail,Illinois,Supplements,SP305,1,32.6500015,0,32.6500015,False,4,True,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900012352,Sales Associate I,Southeast,Retail,Florida,Supplements,SP303,2,21.6000004,0,43.2000008,False,1,False,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900012288,Sales Associate I,S Central West,Retail,Arizona,Fitness,FT139,2,19.9899998,0,39.9799995,False,1,False,FT139,Fitness,Insulated water bottle - 24oz - Blue,19.9899998
900012288,Sales Associate I,S Central West,Retail,Arizona,Fitness,FT139,2,19.9899998,0,39.9799995,False,1,False,FT139,Fitness,Slam ball - 25 lb,55.9500008
900019328,Sales Associate I,Southeast,Retail,Florida,Mineral water,MW132,3,14.9899998,0,44.9700012,False,1,False,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900016384,Sales Associate I,Northwest,Retail,Washington,Supplements,SP203,3,19.5200005,0,58.5600014,False,1,False,SP203,Supplements,Vitamin B-complex - 160 capsules,19.5200005
900013632,Sales Associate I,Southwest,Wholesale,California,Mineral water,MW202,151,16.9899998,0.150000006,2565.34009,True,1,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900010432,Sales Associate I,N Central East,Retail,Iowa,Supplements,SP304,1,12.4899998,0,12.4899998,False,1,False,SP304,Supplements,Flaxseed Oil 1000mg - 90 capsules,12.4899998
900014976,Sales Associate III,Southeast,Retail,Florida,Fitness,FT530,1,12.9899998,0,12.9899998,False,3,False,FT530,Fitness,Resistance bands - 30 lb,12.9899998
900013632,Sales Associate V,Central East,Retail,Virginia,Mineral water,MW202,1,16.9899998,0,16.9899998,False,5,True,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900018688,Sales Associate IV,N Central East,Retail,Indiana,Mineral water,MW102,9,12.9899998,0,116.910004,False,4,True,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900011200,Sales Associate V,Northwest,Retail,Washington,Fitness,FT962,55,24.9899998,0,1374.44995,True,5,True,FT962,Fitness,Yoga mat - 4mm,24.9899998
900019008,Sales Associate V,S Central East,Wholesale,Texas,Supplements,SP204,125,6.98999977,0.150000006,873.599976,True,5,True,SP204,Supplements,Vitamin D3 1000 IU - 100 capsules,6.98999977
900016448,Sales Associate IV,Northeast,Retail,New York,Supplements,SP125,2,13.4499998,0,26.8999996,False,4,True,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900013632,Sales Associate I,Northwest,Retail,Washington,Fitness,FT871,1,120.25,0,120.25,False,1,False,FT871,Fitness,Battle rope - 2 inch,120.25
900012992,Sales Associate V,Central East,Retail,West Virginia,Fitness,FT853,1,29.9899998,0,29.9899998,False,5,True,FT853,Fitness,Yoga mat - 6mm,29.9899998
900012288,Sales Associate I,S Central West,Retail,Arizona,Mineral water,MW172,1,14.9899998,0,14.9899998,False,1,False,MW172,Mineral water,Mineral Water - Cranberry -  20oz - case,14.9899998
900012288,Sales Associate I,N Central East,Retail,Illinois,Mineral water,MW272,3,20.9899998,0,62.9700012,False,1,False,MW272,Mineral water,Mineral Water - Cranberry - 32oz - case,20.9899998
900013632,Sales Associate V,Central East,Retail,Virginia,Mineral water,MW172,70,14.9899998,0,1049.30005,True,5,True,MW172,Mineral water,Mineral Water - Cranberry -  20oz - case,14.9899998
900015936,Sales Associate III,Northeast,Retail,New York,Supplements,SP120,95,27.5,0,2612.5,True,3,False,SP120,Supplements,Multivitamin - 180 capsules,27.5
900014976,Sales Associate III,Southeast,Retail,Florida,Mineral water,MW272,4,20.9899998,0,83.9599991,False,3,False,MW272,Mineral water,Mineral Water - Cranberry - 32oz - case,20.9899998
900014080,Sales Associate II,Central East,Retail,West Virginia,Supplements,SP305,2,32.6500015,0,65.3000031,False,2,False,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900017984,Sales Associate I,S Central West,Retail,Arizona,Supplements,SP126,2,14.6000004,0,29.2000008,False,1,False,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900012288,Sales Associate I,N Central East,Retail,Indiana,Supplements,SP125,1,13.4499998,0,13.4499998,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900013632,Sales Associate V,Central East,Retail,District of Columbia,Supplements,SP204,1,6.98999977,0,6.98999977,False,5,True,SP204,Supplements,Vitamin D3 1000 IU - 100 capsules,6.98999977
900016640,Sales Associate I,Southeast,Retail,Florida,Fitness,FT280,1,43.9500008,0,43.9500008,False,1,False,FT280,Fitness,Slam ball - 5 lb,43.9500008
900011200,Sales Associate V,Northwest,Retail,Washington,Fitness,FT337,2,9,0,18,False,5,True,FT337,Fitness,Yoga block - 4 inch,9
900010432,Sales Associate I,N Central East,Retail,Illinois,Supplements,SP604,1,6.8499999,0,6.8499999,False,1,False,SP604,Supplements,"Vitamin A 10,000 IU - 75 capsules",6.8499999
900010880,Sales Associate I,S Central East,Retail,Texas,Mineral water,MW102,4,12.9899998,0,51.9599991,False,1,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900012736,Sales Associate V,N Central East,Wholesale,Wisconsin,Mineral water,MW102,78,12.9899998,0.0199999996,1013.20001,True,5,True,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900015488,Sales Associate V,N Central East,Retail,Ohio,Mineral water,MW222,1,20.9899998,0,20.9899998,False,5,True,MW222,Mineral water,Mineral Water - Lemon - 32oz - case,20.9899998
900014592,Sales Associate II,Northeast,Retail,Pennsylvania,Mineral water,MW172,2,14.9899998,0,29.9799995,False,2,False,MW172,Mineral water,Mineral Water - Cranberry -  20oz - case,14.9899998
900010880,Sales Associate II,Southwest,Retail,California,Supplements,SP123,1,22.3500004,0,22.3500004,False,2,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900010880,Sales Associate II,Southwest,Wholesale,California,Mineral water,MW162,62,14.9899998,0.129999995,929.25,True,2,False,MW162,Mineral water,Mineral Water - Strawberry -  20oz - case,14.9899998
900017088,Sales Associate V,Southwest,Retail,California,Supplements,SP201,1,12.9899998,0,12.9899998,False,5,True,SP201,Supplements,Calcium 400 IU - 140 tablets,12.9899998
900016448,Sales Associate IV,Northeast,Retail,New York,Mineral water,MW102,1,12.9899998,0,12.9899998,False,4,True,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900019008,Sales Associate V,S Central East,Retail,Texas,Supplements,SP201,2,12.9899998,0,25.9799995,False,5,True,SP201,Supplements,Calcium 400 IU - 140 tablets,12.9899998
900019840,Sales Associate I,Southwest,Retail,California,Supplements,SP201,1,12.9899998,0,12.9899998,False,1,False,SP201,Supplements,Calcium 400 IU - 140 tablets,12.9899998
900013632,Sales Associate I,Southwest,Wholesale,California,Mineral water,MW132,135,14.9899998,0.0399999991,2023.60999,True,1,False,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900013632,Sales Associate I,Southwest,Wholesale,California,Mineral water,MW152,80,14.9899998,0.129999995,1199.06995,True,1,False,MW152,Mineral water,Mineral Water - Raspberry -  20oz - case,14.9899998
900012736,Sales Associate V,N Central East,Retail,Minnesota,Mineral water,MW272,3,20.9899998,0,62.9700012,False,5,True,MW272,Mineral water,Mineral Water - Cranberry - 32oz - case,20.9899998
900018688,Sales Associate II,S Central East,Retail,Texas,Supplements,SP120,2,27.5,0,55,False,2,False,SP120,Supplements,Multivitamin - 180 capsules,27.5
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP123,1,22.3500004,0,22.3500004,False,1,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900019840,Sales Associate I,Southwest,Retail,California,Fitness,FT280,1,43.9500008,0,43.9500008,False,1,False,FT280,Fitness,Slam ball - 5 lb,43.9500008
900015488,Sales Associate V,N Central East,Retail,Indiana,Mineral water,MW232,2,20.9899998,0,41.9799995,False,5,True,MW232,Mineral water,Mineral Water - Orange - 32oz - case,20.9899998
900019904,Sales Associate I,Southwest,Retail,California,Mineral water,MW252,2,20.9899998,0,41.9799995,False,1,False,MW252,Mineral water,Mineral Water - Raspberry - 32oz - case,20.9899998
900019264,Sales Associate I,Central East,Retail,North Carolina,Mineral water,MW102,4,12.9899998,0,51.9599991,False,1,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900014976,Sales Associate III,Southeast,Retail,Florida,Mineral water,MW122,140,14.9899998,0,2098.6001,True,3,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900014976,Sales Associate III,Southeast,Retail,Florida,Mineral water,MW122,140,14.9899998,0,2098.6001,True,3,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900012992,Sales Associate V,Central East,Wholesale,Kentucky,Mineral water,MW262,99,20.9899998,0.0799999982,2077.92993,True,5,True,MW262,Mineral water,Mineral Water - Strawberry - 32oz - case,20.9899998
900016640,Sales Associate I,Southeast,Wholesale,Florida,Supplements,SP120,274,27.5,0.0799999982,7534.91992,True,1,False,SP120,Supplements,Multivitamin - 180 capsules,27.5
900018688,Sales Associate IV,N Central East,Wholesale,Iowa,Mineral water,MW132,57,14.9899998,0.0399999991,854.390015,True,4,True,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP303,1,21.6000004,0,21.6000004,False,1,False,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900016640,Sales Associate I,Southeast,Retail,Alabama,Supplements,SP125,1,13.4499998,0,13.4499998,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900014592,Sales Associate II,Northeast,Retail,New York,Supplements,SP202,2,4.75,0,9.5,False,2,False,SP202,Supplements,Iron 65 mg - 80 capsules,4.75
900012352,Sales Associate I,Southeast,Retail,Alabama,Mineral water,MW202,3,16.9899998,0,50.9700012,False,1,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900019840,Sales Associate I,Southwest,Wholesale,Nevada,Mineral water,MW172,166,14.9899998,0.0599999987,2488.28003,True,1,False,MW172,Mineral water,Mineral Water - Cranberry -  20oz - case,14.9899998
900016448,Sales Associate IV,Northeast,Retail,Pennsylvania,Supplements,SP303,2,21.6000004,0,43.2000008,False,4,True,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900010432,Sales Associate I,N Central East,Retail,Ohio,Supplements,SP607,1,24.1000004,0,24.1000004,False,1,False,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900013632,Sales Associate I,Southwest,Retail,California,Fitness,FT350,1,79.9899979,0,79.9899979,False,1,False,FT350,Fitness,Kettlebell - 30 lb,79.9899979
900015488,Sales Associate V,N Central East,Retail,Indiana,Fitness,FT727,1,10.9899998,0,10.9899998,False,5,True,FT727,Fitness,Resistance bands - 10 lb,10.9899998
900011072,Sales Associate I,Southwest,Retail,California,Fitness,FT870,2,55,0,110,False,1,False,FT870,Fitness,Resistance bands - set of 5,55
900010432,Sales Associate V,Central East,Retail,Kentucky,Supplements,SP607,1,24.1000004,0,24.1000004,False,5,True,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900012352,Sales Associate I,Southeast,Wholesale,Florida,Supplements,SP601,142,18.4400005,0.150000006,2618.33008,True,1,False,SP601,Supplements,Multivitamin - 90 capsules,18.4400005
900011072,Sales Associate I,Southwest,Wholesale,Nevada,Fitness,FT467,56,17.9899998,0.0500000007,1007.39001,True,1,False,FT467,Fitness,Yoga ball - 45cm,17.9899998
900016448,Sales Associate IV,Northeast,Retail,Pennsylvania,Supplements,SP120,1,27.5,0,27.5,False,4,True,SP120,Supplements,Multivitamin - 180 capsules,27.5
900012736,Sales Associate V,N Central East,Retail,Wisconsin,Fitness,FT870,4,55,0,220,False,5,True,FT870,Fitness,Resistance bands - set of 5,55
900012352,Sales Associate I,Southeast,Retail,Georgia,Mineral water,MW242,2,20.9899998,0,41.9799995,False,1,False,MW242,Mineral water,Mineral Water - Peach -32oz - case,20.9899998
900019840,Sales Associate I,Southwest,Retail,California,Supplements,SP123,1,22.3500004,0,22.3500004,False,1,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900012480,Sales Associate V,N Central East,Retail,Ohio,Supplements,SP306,2,9.48999977,0,18.9799995,False,5,True,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900016320,Sales Associate II,S Central East,Retail,Texas,Fitness,FT727,1,10.9899998,0,10.9899998,False,2,False,FT727,Fitness,Resistance bands - 10 lb,10.9899998
900015488,Sales Associate V,N Central East,Wholesale,Illinois,Supplements,SP309,99,11.0500002,0.0299999993,1093.92004,True,5,True,SP309,Supplements,"Vitamin A 10,000 IU - 125 capsules",11.0500002
900012736,Sales Associate V,N Central East,Retail,Iowa,Supplements,SP303,182,21.6000004,0,3931.19995,True,5,True,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900011072,Sales Associate I,Southwest,Retail,California,Fitness,FT577,87,46.9500008,0,4084.6499,True,1,False,FT577,Fitness,Slam ball - 10 lb,46.9500008
900012224,Sales Associate I,S Central East,Wholesale,Texas,Mineral water,MW172,132,14.9899998,0.119999997,1978.56006,True,1,False,MW172,Mineral water,Mineral Water - Cranberry -  20oz - case,14.9899998
900019008,Sales Associate V,S Central East,Retail,Texas,Mineral water,MW132,2,14.9899998,0,29.9799995,False,5,True,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900019840,Sales Associate I,Southwest,Retail,California,Supplements,SP305,1,32.6500015,0,32.6500015,False,1,False,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900019328,Sales Associate I,Southeast,Retail,Florida,Supplements,SP607,2,24.1000004,0,48.2000008,False,1,False,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900016640,Sales Associate I,Southeast,Retail,Georgia,Fitness,FT895,1,28.7900009,0,28.7900009,False,1,False,FT895,Fitness,Insulated water bottle - 40oz - Grey,28.7900009
900016384,Sales Associate I,Northwest,Retail,Idaho,Mineral water,MW122,3,20.9899998,0,62.9700012,False,1,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900016384,Sales Associate I,Northwest,Retail,Idaho,Mineral water,MW122,3,20.9899998,0,62.9700012,False,1,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900016448,Sales Associate IV,Northeast,Wholesale,Pennsylvania,Mineral water,MW122,140,14.9899998,0.0799999982,2098.52002,True,4,True,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900016448,Sales Associate IV,Northeast,Wholesale,Pennsylvania,Mineral water,MW122,140,14.9899998,0.0799999982,2098.52002,True,4,True,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900018240,Sales Associate V,Central East,Retail,Kentucky,Supplements,SP120,1,27.5,0,27.5,False,5,True,SP120,Supplements,Multivitamin - 180 capsules,27.5
900012224,Sales Associate I,S Central East,Retail,Oklahoma,Supplements,SP123,1,22.3500004,0,22.3500004,False,1,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900011712,Sales Associate I,Southeast,Retail,Florida,Fitness,FT280,1,43.9500008,0,43.9500008,False,1,False,FT280,Fitness,Slam ball - 5 lb,43.9500008
900015488,Sales Associate V,N Central East,Retail,Minnesota,Mineral water,MW132,2,14.9899998,0,29.9799995,False,5,True,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP609,1,8.98999977,0,8.98999977,False,1,False,SP609,Supplements,Vitamin D3 1000 IU - 160 capsules,8.98999977
